Doc,Sum,Subject,Stems
_cr16229,"This 2016 Article IV Consultation highlights that the Russian economy contracted by 3.7 percent in 2015 owing to falling oil prices and the quasi closure of international financial markets to Russian entities. The economic contraction is nonetheless shallower than previous recessions as a stronger external position and the authoritiesÛª economic package cushioned the shocks, helped restore confidence and stabilized the financial system. Lower oil prices and needed fiscal adjustment will keep the economy in recession in 2016 with an expected decline in real GDP of 1.2 percent. Growth is expected to resume in 2017 and reach 1 percent, as domestic demand slowly recovers on the back of easing financial conditions and pent up demand.","['Article IV consultation reports', 'Balance of payments statistics', 'Banking sector', 'Economic indicators', 'Economic recession', 'External shocks', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Oil prices', 'Press releases', 'Russian Federation', 'Sanctions', 'Staff Reports']","['packag', 'entiti', 'recov', 'consult', 'shallow', 'closur', 'gdp', 'growth', 'recess', 'real', 'expect', 'quasi', 'shock', 'econom', 'confid', 'need', 'stronger', 'keep', 'intern', 'help', 'owe', 'system', 'resum', 'market', 'posit', 'restor', 'percent', 'condit', 'highlight', 'nonetheless', 'lower', 'domest', 'extern', 'oil', 'contract', 'cushion', 'back', 'articl', 'eas', 'price', 'declin', 'previous', 'demand', 'russian', 'authorities\x89ûª', 'reach', 'slowli', 'iv', 'stabil', 'fiscal', 'adjust', 'financi', 'fall', 'pent', 'economi']"
_cr16227,"This 2016 Article IV Consultation highlights that economic recovery in France is solidifying. The economy is projected to expand by 1.5 percent in 2016, primarily driven by strong consumer spending. There are also signs of a cyclical recovery in investment, and the slump in residential construction appears to be bottoming out. By contrast, net exports are declining as demand from trading partners has slowed. Private sector job creation has remained lackluster, and the unemployment rate has hovered at about 10 percent. The government has continued to advance important reforms to help create the conditions for improved economic performance. As for budget policies, there are ongoing efforts to contain spending growth at all levels of government while easing taxes.","['Article IV consultation reports', 'Bank supervision', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Financial sector', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Fiscal risk', 'France', 'Press releases', 'Staff Reports', 'Unemployment']","['cyclic', 'bottom', 'remain', 'slow', 'consult', 'solidifi', 'growth', 'privat', 'creation', 'project', 'econom', 'invest', 'strong', 'appear', 'trade', 'improv', 'driven', 'sector', 'help', 'polici', 'expand', 'advanc', 'perform', 'recoveri', 'rate', 'franc', 'slump', 'lacklust', 'contrast', 'also', 'percent', 'hover', 'continu', 'condit', 'tax', 'export', 'highlight', 'budget', 'sign', 'construct', 'job', 'ongo', 'primarili', 'articl', 'consum', 'eas', 'declin', 'govern', 'demand', 'reform', 'creat', 'spend', 'effort', 'residenti', 'partner', 'iv', 'level', 'unemploy', 'net', 'contain', 'import', 'economi']"
_cr16226,"This 2016 Article IV Consultation highlights that the United States is now in its seventh consecutive year of expansion. The unemployment rate has fallen to 4.9 percent, and household net worth is close to precrisis peaks. Nonetheless, the economy has gone through a temporary growth dip in the last two quarters. Lower oil prices led to a further contraction in energy sector investment, and a strong dollar and weak global demand have weighed on net exports. With activity indicators for the second quarter of 2016 rebounding, the economy is expected to grow at 2.2 percent and 2.5 percent in 2016 and 2017, which is above potential.","['Article IV consultation reports', 'Balance of payments statistics', 'Banks', 'Debt sustainability analysis', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Monetary policy', 'Press releases', 'Staff Reports', 'Supply-side policy', 'United States']","['two', 'last', 'unit', 'weak', 'consult', 'household', 'growth', 'state', 'precrisi', 'activ', 'expect', 'second', 'led', 'energi', 'invest', 'strong', 'seventh', 'grow', 'dip', 'sector', 'consecut', 'peak', 'expans', 'temporari', 'rate', 'rebound', 'year', 'percent', 'worth', 'export', 'highlight', 'nonetheless', 'quarter', 'lower', 'global', 'indic', 'oil', 'dollar', 'contract', 'fallen', 'articl', 'price', 'demand', 'gone', 'abov', 'iv', 'potenti', 'weigh', 'unemploy', 'net', 'close', 'economi']"
_cr16222,"This 2016 Article IV Consultation highlights that the Italian economy is recovering gradually from a deep and protracted recession. Buoyed by exceptionally accommodative monetary policy, favorable commodity prices, supportive fiscal policy, and improved confidence on the back of the authoritiesÛª wide-ranging reform efforts, the economy grew by 0.8 percent in 2015 and continued to expand in the first quarter of 2016. Labor market conditions have been improving gradually, and nonperforming loans appear to be stabilizing at about 18 percent of total loans. Growth is projected to remain just under 1 percent in 2016 and at about 1 percent in 2017.","['Article IV consultation reports', 'Balance of payments statistics', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Fiscal policy', 'Fiscal reforms', 'Italy', 'Labor markets', 'Press releases', 'Staff Reports', 'Unemployment']","['remain', 'recov', 'consult', 'growth', 'except', 'gradual', 'recess', 'italian', 'project', 'confid', 'loan', 'appear', 'deep', 'improv', 'grew', 'polici', 'commod', 'buoy', 'expand', 'first', 'favor', 'market', 'percent', 'condit', 'continu', 'highlight', 'quarter', 'nonperform', 'protract', 'support', 'back', 'labor', 'articl', 'wide-rang', 'price', 'reform', 'monetari', 'authorities\x89ûª', 'effort', 'iv', 'stabil', 'accommod', 'fiscal', 'total', 'economi']"
_cr16216,"This paper discusses recent economic developments, the outlook, and risks for the Czech Republic. The economy has been growing at an exceptionally strong pace. Driven by robust domestic demand, output expanded by 4.2 percentÛÓthe highest rate in the central and eastern European regionÛÓin 2015. Labor market performance has been strong. Fiscal performance was better than budgeted in 2015. The banking sector is stable, and credit growth continues to strengthen. However, economic activity is expected to slow in 2016. Private consumption will remain robust on the heels of higher disposable income and employment, but the projected slowdown in EU-fund absorption will weigh on growth.","['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Banks', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Guyana', 'Monetary policy', 'Oil prices', 'Press releases', 'Public investment', 'Reserves', 'Staff Reports']","['remain', 'slow', 'growth', 'except', 'howev', 'privat', 'activ', 'expect', 'project', 'econom', 'eastern', 'develop', 'output', 'risk', 'strong', 'region\x89ûóin', 'grow', 'slowdown', 'outlook', 'driven', 'sector', 'employ', 'percent\x89ûóth', 'european', 'stabl', 'expand', 'discuss', 'market', 'perform', 'rate', 'pace', 'dispos', 'central', 'continu', 'better', 'heel', 'recent', 'domest', 'incom', 'highest', 'budget', 'credit', 'absorpt', 'consumpt', 'labor', 'strengthen', 'demand', 'republ', 'paper', 'eu-fund', 'robust', 'higher', 'czech', 'weigh', 'fiscal', 'bank', 'economi']"
_cr16217,"This paper discusses the economic developments, outlook, risks, and policiesÛÓnecessary to boost growthÛÓfor Guyana. GuyanaÛªs economy continues to grow, despite headwinds. The steep decline in international oil prices narrowed the 2015 current account deficit, while the balance of payments deficit remained due to weaker capital inflows. In the baseline scenario, growth increases to 4 percent in 2016, supported by the recovery in public investment and the effect from gold mines that began production in late 2015 and are projected to contribute 1.7 percentage points to growth. The growth in current expenditures should be moderated, the tax base broadened, and nonconcessional financing avoided.","['Article IV consultation reports', 'Banks', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Public enterprises', 'South Africa', 'Staff Reports', 'Unemployment']","['guyana\x89ûª', 'remain', 'broaden', 'moder', 'inflow', 'growth', 'increas', 'despit', 'capit', 'balanc', 'late', 'expenditur', 'project', 'econom', 'current', 'develop', 'risk', 'invest', 'financ', 'baselin', 'grow', 'public', 'due', 'outlook', 'intern', 'began', 'scenario', 'percentag', 'point', 'product', 'steep', 'discuss', 'recoveri', 'boost', 'growth\x89ûófor', 'tax', 'mine', 'percent', 'continu', 'payment', 'base', 'deficit', 'avoid', 'guyana', 'narrow', 'gold', 'support', 'oil', 'account', 'contribut', 'policies\x89ûónecessari', 'effect', 'nonconcession', 'declin', 'price', 'paper', 'headwind', 'weaker', 'economi']"
_cr16213,"This paper provides a technical report on the work of the Banking Supervision Department of the Bank of Israel. Banking supervision in Israel follows a very rigorous and comprehensive approach. Supervisory practice at the Banking Supervision Department matches and at times exceeds in many respects the standard practices in other developed economies, both in the scope of regulation and the intensity and depth of risk assessments. This explains the Bank of IsraelÛªs success in maintaining financial stability during the global financial crisis and has substantially benefited IsraelÛªs economy and its society as a whole.","['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Czech Republic', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Inflation targeting', 'Monetary policy', 'Negative interest rates', 'Press releases', 'Staff Reports']","['intens', 'supervis', 'approach', 'supervisori', 'provid', 'scope', 'comprehens', 'mani', 'work', 'veri', 'success', 'crisi', 'israel\x89ûª', 'develop', 'risk', 'technic', 'substanti', 'benefit', 'maintain', 'dure', 'explain', 'whole', 'depart', 'practic', 'rigor', 'time', 'societi', 'exceed', 'assess', 'respect', 'global', 'standard', 'israel', 'paper', 'match', 'regul', 'stabil', 'bank', 'follow', 'financi', 'depth', 'report', 'economi']"
_cr16214,"The paper examines the nature and scale of spillovers to a number of European countries from monetary policies in the euro area and the United States using three different approaches. The analysis focuses on selected non-euro-area countries in Europe: the Czech Republic, Denmark, Hungary, Poland, and Sweden. Recent developments in these countriesÛª sovereign bond yields and exchange rates are indicative of potential spillovers. The paperÛªs most consistent analytical finding is for spillovers to lower domestic bond yields, with the potential for repercussions on credit expansion and asset prices. More recently, the event study uncovered evidence of upward pressure on the exchange rate.","['Article IV consultation reports', 'Banking sector', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Housing', 'Immigration', 'Labor markets', 'Macroprudential Policy', 'Monetary policy', 'Norway', 'Oil prices', 'Press releases', 'Staff Reports', 'Unemployment']","['poland', 'number', 'non-euro-area', 'unit', 'approach', 'natur', 'sweden', 'area', 'differ', 'state', 'europ', 'sovereign', 'studi', 'develop', 'event', 'use', 'asset', 'bond', 'pressur', 'polici', 'analysi', 'european', 'expans', 'rate', 'scale', 'focus', 'find', 'paper\x89ûª', 'consist', 'three', 'recent', 'domest', 'lower', 'repercuss', 'examin', 'countri', 'countries\x89ûª', 'credit', 'indic', 'uncov', 'evid', 'hungari', 'price', 'republ', 'select', 'paper', 'monetari', 'exchang', 'analyt', 'upward', 'czech', 'spillov', 'potenti', 'yield', 'denmark', 'euro']"
_cr16210,"This paper describes mainly the introduction and performance of the Extended Fund Facility program for Pakistan. Since the start of the program in September 2013, economic growth has gradually recovered, inflation has fallen to low single digits, foreign reserve buffers have been rebuilt, social safety nets have been strengthened, and the fiscal deficit has significantly declined (although public debt remains high). Despite setbacks in privatization earlier in the year due to labor unrest and political opposition, the authorities remain committed to returning ailing public sector enterprises to a sound financial position, including through private participation, and to completing energy sector reform.","['Article IV consultation reports', 'Balance of payments statistics', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Inflation targeting', 'Monetary policy', 'Poland', 'Press releases', 'Staff Reports']","['financi', 'particip', 'remain', 'recov', 'growth', 'gradual', 'facil', 'inflat', 'introduct', 'despit', 'privat', 'earlier', 'includ', 'ail', 'econom', 'energi', 'polit', 'buffer', 'public', 'author', 'signific', 'septemb', 'due', 'sector', 'digit', 'reserv', 'perform', 'main', 'pakistan', 'although', 'rebuilt', 'posit', 'foreign', 'low', 'year', 'complet', 'extend', 'setback', 'deficit', 'enterpris', 'unrest', 'opposit', 'singl', 'start', 'social', 'fallen', 'safeti', 'labor', 'debt', 'describ', 'declin', 'strengthen', 'high', 'reform', 'paper', 'fund', 'commit', 'sound', 'return', 'fiscal', 'program', 'net', 'sinc']"
_cr16208,"This paper focuses on policies to raise growth; underpin fiscal sustainability while enhancing social safety nets; and strengthen financial sector stability, deepening, and inclusiveness. GDP growth has averaged 2 percent during 2000ÛÒ14, well below the Central American regional average of 4å_ percent. While the underlying causes of the low growth are complex, a key channel through which they are expressed appears to be low investment. Given the need to increase growth, revenue-raising measures should be accompanied by cuts in distortionary taxation. Stress tests suggest that financial buffers are adequate to contain most risks. The financial deepening and advancing financial inclusion could have a meaningful impact on both growth and poverty.","['Article IV consultation reports', 'Balance of payments statistics', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'El Salvador', 'Fiscal policy', 'Fiscal risk', 'Government expenditures', 'Press releases', 'Staff Reports', 'Wages']","['sustain', 'measur', 'taxat', 'test', 'caus', 'meaning', 'growth', 'gdp', 'increas', 'suggest', 'cut', 'net', 'given', 'risk', 'invest', 'adequ', 'need', 'complex', 'buffer', 'impact', 'dure', 'appear', 'poverti', 'enhanc', 'channel', 'stress', 'sector', 'inclus', 'polici', 'averag', 'advanc', 'distortionari', 'low', 'focus', 'region', 'percent', 'central', 'accompani', 'could', 'key', 'rais', 'revenue-rais', 'underpin', 'social', 'safeti', 'deepen', 'express', 'strengthen', 'well', 'paper', 'american', 'stabil', 'fiscal', 'financi', 'contain']"
_cr16206,"This paper discusses the recent economic developments, outlook, and risks for Bhutan. Following a slowdown in activity in the wake of the rupee shortage, economic growth has picked up more recently. From an average of about 8 percent during the Ninth and Tenth Five-Year Plans spanning fiscal years (FYs) 2003/04ÛÒ2012/13, real GDP growth fell below 4 percent in FY2012/13 and FY2013/14. BhutanÛªs medium-term outlook remains favorable. Commissioning of new hydropower generation projects will boost output, exports, and fiscal revenues. However, domestic risks stem from the need to manage high debt and potentially volatile hydropower-related inflows, which may fuel rapid credit growth and lead to renewed external pressure.","['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Bhutan', 'Currency pegs', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal policy', 'Government expenditures', 'Monetary policy', 'Press releases', 'Staff Reports', 'Tax revenues']","['remain', 'medium-term', 'tenth', 'growth', 'gdp', 'fys', 'howev', 'inflow', 'real', 'activ', 'project', 'econom', 'develop', 'output', 'risk', 'new', 'need', 'may', 'lead', 'dure', 'hydropow', 'generat', 'wake', 'slowdown', 'outlook', 'ninth', 'pressur', 'bhutan', 'averag', 'fy2012/13', 'fuel', 'span', 'discuss', 'shortag', 'favor', 'plan', 'boost', 'year', 'five-year', 'stem', 'percent', 'revenu', 'manag', 'recent', 'export', 'domest', 'renew', 'rapid', 'fy2013/14', 'credit', 'extern', 'pick', 'hydropower-rel', 'rupe', 'debt', 'bhutan\x89ûª', 'high', 'commiss', 'paper', 'potenti', 'fell', 'follow', 'fiscal', 'volatil']"
_cr16202,"This paper discusses the economic performance of Germany. The economy of Germany is projected to slowly rebalance, with domestic demand supported by tight labor market, accommodative monetary conditions, and, in 2016, a fiscal expansion. Declining medium-term growth prospects, however, continue to hold back domestic investment and push up savings, preventing faster rebalancing. Progress has been slow on addressing needs in public infrastructure and stimulating competition in services sector, while mounting aging costs and a successful labor market integration of women and refugees require further policy action. Full use of the room available under fiscal rules to finance additional public investment and growth-friendly structural reforms would be appropriate.","['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Banking sector', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal policy', 'Germany', 'Housing prices', 'Immigration', 'Labor supply', 'Press releases', 'Public investment', 'Services sector', 'Staff Reports']","['room', 'hold', 'mount', 'slow', 'medium-term', 'refuge', 'women', 'requir', 'growth', 'howev', 'action', 'progress', 'success', 'full', 'project', 'econom', 'invest', 'financ', 'need', 'public', 'competit', 'use', 'sector', 'integr', 'polici', 'structur', 'appropri', 'age', 'expans', 'market', 'discuss', 'perform', 'tight', 'push', 'growth-friend', 'infrastructur', 'prevent', 'condit', 'stimul', 'continu', 'rebalanc', 'cost', 'domest', 'germani', 'save', 'support', 'faster', 'would', 'rule', 'back', 'labor', 'declin', 'reform', 'demand', 'paper', 'monetari', 'prospect', 'avail', 'slowli', 'rebal', 'accommod', 'fiscal', 'addit', 'servic', 'address', 'economi']"
_cr16204,"This paper discusses economic developments, outlook, and risks in Trinidad and Tobago. The economic output of Trinidad and Tobago has continued to shrink. Ongoing maintenance and further declines in gas and oil production are estimated to have driven energy output 4.7 percent lower (year over year) as of September 2015. The longstanding current account surplus turned into a 5.4 percent of GDP deficit in 2015. The significant terms-of-trade shock implies that the real effective exchange rate has become more overvalued. Risks to growth are tilted to the downside, and much will depend on the authoritiesÛª ability to navigate the transition to the lower energy price environment.","['Article IV consultation reports', 'Balance of payments statistics', 'Debt sustainability analysis', 'Economic indicators', 'Exchange markets', 'Exchange rate policy', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Staff Reports', 'Trinidad and Tobago']","['abil', 'gdp', 'growth', 'real', 'shock', 'turn', 'econom', 'energi', 'develop', 'output', 'current', 'risk', 'terms-of-trad', 'tilt', 'signific', 'septemb', 'outlook', 'tobago', 'driven', 'product', 'transit', 'discuss', 'rate', 'surplus', 'longstand', 'year', 'becom', 'percent', 'continu', 'deficit', 'downsid', 'lower', 'oil', 'ongo', 'account', 'effect', 'environ', 'navig', 'declin', 'impli', 'price', 'depend', 'estim', 'paper', 'shrink', 'exchang', 'gas', 'authorities\x89ûª', 'overvalu', 'much', 'trinidad', 'mainten']"
_cr16187,"This paper discusses the economic developments, outlook, risk, and policies of Croatia. This East European country has begun since the last quarter of 2014 to gradually recover from a six-year recession. In 2015 real GDP grew by 1.6 percent, driven by strong exports and tourism, a revival of private consumption, and higher public investment. Consumer prices have largely been declining over the past two years, mainly due to lower energy and food prices. Unemployment declined only slightly since 2014 and remains very high. However, absent concrete measures to underpin some of the planned reforms, slightly higher deficit in 2016 and a slower pace of consolidation over the medium term are projected.","['Banks', 'Credit', 'Credit demand', 'Croatia', 'Fiscal policy', 'Labor markets', 'Minimum wage', 'Selected Issues Papers', 'Unemployment']","['two', 'last', 'remain', 'recov', 'six-year', 'measur', 'croatia', 'gdp', 'onli', 'howev', 'gradual', 'privat', 'recess', 'real', 'food', 'veri', 'term', 'project', 'econom', 'energi', 'develop', 'risk', 'invest', 'strong', 'slower', 'public', 'east', 'larg', 'medium', 'due', 'outlook', 'driven', 'grew', 'polici', 'european', 'discuss', 'main', 'consolid', 'slight', 'begun', 'plan', 'pace', 'year', 'concret', 'percent', 'deficit', 'export', 'lower', 'quarter', 'countri', 'past', 'consumpt', 'underpin', 'absent', 'consum', 'high', 'price', 'declin', 'tourism', 'reform', 'paper', 'higher', 'unemploy', 'sinc', 'reviv']"
_cr16184,"This paper discusses the economic performance of Denmark. Although Denmark has a longstanding track record of sound economic and social policies, economic performance has been relatively weak for an extended period. The economy continues to grow slowly. After recording 1.3 percent growth in 2014, the economy grew by 1.2 percent in 2015, driven mostly by private consumption on the back of rising employment and real incomes. However, relatively strong performance in the first half of the year was partly undone by flagging exports in the second half of the year. Denmark has consistently run current account surpluses in recent decades, mostly reflecting structurally high retirement savings in the context of its funded pension system.","['Article IV consultation reports', 'Balance of payments statistics', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Housing prices', 'Migration', 'Monetary policy', 'Press releases', 'Staff Reports']","['weak', 'growth', 'howev', 'reflect', 'privat', 'pension', 'real', 'second', 'econom', 'current', 'retir', 'strong', 'rise', 'grow', 'run', 'track', 'undon', 'decad', 'driven', 'grew', 'employ', 'polici', 'period', 'structur', 'system', 'first', 'discuss', 'perform', 'although', 'surplus', 'longstand', 'context', 'year', 'consist', 'percent', 'extend', 'continu', 'flag', 'incom', 'part', 'export', 'recent', 'half', 'relat', 'save', 'account', 'consumpt', 'social', 'back', 'high', 'record', 'paper', 'fund', 'slowli', 'sound', 'denmark', 'economi']"
_cr16183,"This paper discusses recent economic developments, economic outlook, and risks in Timor-Leste. Growth has moderated while inflation has fallen sharply. Owing to a sharp fall in oil revenues and large development needs, Timor-Leste is facing difficult policy challenges. According to industry estimates, unless new oil reserves are developed, oil production is expected to decline further and cease by 2023. Prioritization of government expenditures to facilitate high-return infrastructure investments is key in tandem with structural reforms that catalyze nonoil private sector growth. The 2016 budget outlined a significant scaling up of the public investment in 2017ÛÒ19, which will strain fiscal sustainability.","['Article IV consultation reports', 'Balance of payments statistics', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Government finance statistics', 'Press releases', 'Private sector', 'Staff Reports', 'Technical Assistance', 'Timor-Leste']","['sustain', 'accord', 'timor-lest', 'sharp', 'tandem', 'moder', 'growth', 'face', 'inflat', 'privat', 'expect', 'strain', 'expenditur', 'econom', 'develop', 'risk', 'invest', 'need', 'new', 'facilit', 'public', 'ceas', 'larg', 'industri', 'priorit', 'signific', 'unless', 'outlook', 'catalyz', 'owe', 'sector', 'polici', 'structur', 'product', 'reserv', 'discuss', 'sharpli', 'infrastructur', 'scale', 'outlin', 'difficult', 'recent', 'key', 'budget', 'oil', 'fallen', 'high-return', 'declin', 'govern', 'reform', 'estim', 'paper', 'fiscal', 'revenu', 'fall', 'challeng', 'nonoil']"
_cr16179,"This paper provides an assessment of the economic conditions, outlook, and crises in Iceland. There is a mounting sense that capital controls hurt growth prospects, repressing local financial markets, scaring foreign investors, and impeding savings diversification, and that it is time for them to go. Recent settlements with the bank estates are a huge step forward, improving already favorable macroeconomic conditions. At 4 percent in 2015 and gaining pace, real GDP expansion is among the fastest growing in Europe, opening up a positive output gap. However, the biggest risk for Iceland is overheating. Large wage awards on top of already hot economic readings speak to IcelandÛªs boom-bust history.","['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Capital account liberalization', 'Debt sustainability analysis', 'Economic growth', 'Exchange restrictions', 'Fiscal policy', 'Iceland', 'Monetary policy', 'Press releases', 'Staff Reports', 'Wage bargaining']","['go', 'step', 'gap', 'mount', 'hurt', 'provid', 'crise', 'growth', 'gdp', 'howev', 'wage', 'capit', 'gain', 'real', 'boom-bust', 'europ', 'read', 'local', 'econom', 'overh', 'among', 'output', 'risk', 'scare', 'macroeconom', 'grow', 'biggest', 'larg', 'improv', 'outlook', 'control', 'time', 'expans', 'market', 'assess', 'favor', 'posit', 'foreign', 'settlement', 'pace', 'condit', 'percent', 'award', 'recent', 'forward', 'sens', 'repress', 'imped', 'estat', 'save', 'iceland', 'diversif', 'top', 'hot', 'open', 'fastest', 'histori', 'paper', 'prospect', 'huge', 'investor', 'alreadi', 'speak', 'bank', 'financi', 'iceland\x89ûª']"
_cr16181,"This paper aims to discuss the economic reform program in Jamaica that focuses on reducing macroeconomic vulnerabilities, fostering growth, creating conditions for financial deepening and inclusion, reallocating public resources to maximize economic returns, and improving competitiveness. After three years of difficult economic reforms, inflation is at historical lows, current account deficit has more than halved, net international reserves have doubled, and access to domestic and international financial markets has been restored, supported by upgrades in credit ratings and historically high business confidence indicators. Comprehensive reforms in tax policy and administration have been and continue to be undertaken, while strict adherence to fiscal discipline have helped place debt on a downward trajectory.","['Article IV consultation reports', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Income taxes', 'Jamaica', 'Letters of Intent', 'Monetary policy', 'Press releases', 'Private sector', 'Staff Reports', 'Tax reforms']","['doubl', 'growth', 'comprehens', 'inflat', 'downward', 'aim', 'econom', 'current', 'net', 'confid', 'access', 'macroeconom', 'public', 'competit', 'improv', 'maxim', 'inclus', 'intern', 'help', 'polici', 'strict', 'vulner', 'reserv', 'discuss', 'market', 'rate', 'restor', 'low', 'year', 'focus', 'tax', 'undertaken', 'condit', 'resourc', 'three', 'difficult', 'continu', 'deficit', 'domest', 'reduc', 'credit', 'indic', 'support', 'jamaica', 'account', 'histor', 'deepen', 'debt', 'high', 'reform', 'creat', 'realloc', 'upgrad', 'adher', 'place', 'paper', 'trajectori', 'administr', 'disciplin', 'return', 'foster', 'busi', 'fiscal', 'program', 'financi', 'halv']"
_cr16178,"This paper discusses recent economic developments, economic outlook, risks, and challenges in Tonga. The Tongan economy has been rebounding since a contraction in FY2013. Growth accelerated from 2.1 percent in FY2014 to 3.7 percent in FY2015, supported by construction, tourism, strong remittances, and strong private credit, notwithstanding weather-related disruptions to agricultural production. The FY2016 real GDP growth is projected to remain relatively strong at 3.1 percent, driven by a recovery in agriculture and an increase in construction activity in preparation for the South Pacific Games. However, a protracted period of slower growth in advanced and emerging market economies, particularly in Australia and New Zealand, could weigh on Tonga via aid, remittances, and tourism channels.","['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'External shocks', 'Fiscal policy', 'Fiscal reforms', 'Macroprudential Policy', 'Monetary policy', 'Press releases', 'Staff Reports', 'Tonga']","['remain', 'fy2013', 'emerg', 'prepar', 'growth', 'gdp', 'increas', 'privat', 'howev', 'real', 'activ', 'disrupt', 'zealand', 'project', 'econom', 'develop', 'risk', 'fy2016', 'strong', 'new', 'slower', 'acceler', 'channel', 'game', 'outlook', 'driven', 'period', 'product', 'advanc', 'discuss', 'market', 'recoveri', 'rebound', 'particular', 'percent', 'south', 'could', 'recent', 'weather-rel', 'pacif', 'tonga', 'credit', 'aid', 'construct', 'relat', 'support', 'tongan', 'remitt', 'protract', 'contract', 'fy2014', 'australia', 'tourism', 'notwithstand', 'paper', 'fy2015', 'agricultur', 'weigh', 'sinc', 'via', 'challeng', 'economi']"
_cr16168,"This paper discusses key issues related to the economy of the United Kingdom. The U.K. economy has performed well in recent years, but it faces important challenges and risks. In the near term, the largest risks and uncertainties relate to the upcoming European Union (EU) referendum. In the event the United Kingdom stays in the EU, steady growth is expected to continue over the next few years. Macroeconomic policies in the baseline should focus on promoting continued steady growth while reducing vulnerabilities. In particular, monetary policy should remain on hold until inflationary pressures are clearer and to help offset headwinds from fiscal consolidation.","['Article IV consultation reports', 'Bank supervision', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Housing', 'Macroprudential Policy', 'Monetary policy', 'Press releases', 'Staff Reports', 'United Kingdom']","['offset', 'remain', 'union', 'unit', 'eu', 'hold', 'stay', 'face', 'term', 'growth', 'expect', 'clearer', 'risk', 'economi', 'baselin', 'near', 'macroeconom', 'event', 'help', 'pressur', 'polici', 'european', 'u.k.', 'vulner', 'perform', 'discuss', 'particular', 'consolid', 'inflationari', 'year', 'focus', 'continu', 'recent', 'key', 'reduc', 'relat', 'referendum', 'steadi', 'uncertainti', 'next', 'well', 'paper', 'monetari', 'upcom', 'largest', 'fiscal', 'headwind', 'promot', 'import', 'challeng', 'kingdom', 'issu']"
_cr16174,"This paper discusses recent economic developments and economic outlook and risks of SÌ£o TomÌ© and PrÌ_ncipe. Although SÌ£o TomÌ© and PrÌ_ncipeÛªs economic development is constrained by its insularity, fragility, limited resources, and low capacity as a small island state, this African country has made commendable progress toward greater macroeconomic stability. GDP growth has averaged more than 4 percent per year since 2012, faster than many small islands states, but not sufficiently strong and diversified to meaningfully improve economic prospects and reduce poverty significantly. The forthcoming presidential election, with the risk of extra budgetary spending and continued weakness in the banking sector, are the main sources of short-term risks to the economic outlook.",['Sub-Saharan Africa'],"['insular', 'weak', 'prì_ncipe', 'suffici', 'gdp', 'growth', 'mani', 'meaning', 'diversifi', 'state', 'progress', 'econom', 'capac', 'develop', 'risk', 'constrain', 'strong', 'limit', 'budgetari', 'macroeconom', 'poverti', 'african', 'improv', 'toward', 'signific', 'extra', 'outlook', 'made', 'sector', 'averag', 'discuss', 'main', 'although', 'island', 'per', 'low', 'year', 'resourc', 'percent', 'continu', 'recent', 'reduc', 'countri', 'faster', 'elect', 'fragil', 'sì£o', 'short-term', 'prì_ncipe\x89ûª', 'small', 'paper', 'commend', 'prospect', 'spend', 'presidenti', 'greater', 'forthcom', 'stabil', 'bank', 'tomì©', 'sinc', 'sourc']"
