Subject,Author,Description,Filename,PublicationDate,Series,QueryPage,PageLink,PDFLink,PDFSize
"['Nigeria', 'Sub-Saharan Africa']",International Monetary Fund. African Dept.,This paper discusses outlook and risk for Nigeria. Its economy has been hit hard by global developments that have aggravated longstanding development weaknesses. Macrofinancial outcomes are closely linked with the price of oil. Policy uncertainty has amplified the impact of global developments. The large permanent terms-of-trade shock requires a significant macroeconomic adjustment. It is important to initiate urgently an integrated package of policies centered on a fundamental change in the nature of government; reducing external imbalances (including real exchange rate realignment); further safeguarding the resilience and improving the efficiency of the banking sector; and implementing structural reforms for inclusive growth.,_cr16101,"April 8, 2016",Country Report No. 16/101,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=13,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Nigeria-2016-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43851,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr16101.ashx,1868 KB
"['Belize', 'Western Hemisphere']",International Monetary Fund. Western Hemisphere Dept.,"This paper discusses key issues of the Belize economy. The economic condition of Belize is characterized by sluggish growth and a weak fiscal stance, which have put public debt on an unsustainable path. Social and poverty challenges remain significant. The unemployment rate remains high compared with its 2008 level of 8 percent, despite a reduction to 12.1 percent in September 2014 from 14.2 percent in September 2013. Per capita GDP remains far below its regional peers. This paper also focuses on measures that would signal credible commitment to fiscal consolidation, strengthen the financial system, and boost economic, growth taking into account constraints on human and financial resources.",_cr1692,"March 28, 2016",Country Report No. 16/92,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=13,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Belize-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-Director-43832,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1692.ashx,2362 KB
"['Asia and Pacific', 'Solomon Islands']",International Monetary Fund. Asia and Pacific Dept,"This paper presents an overview of Solomon Islands’ economy. Although Solomon Islands is a small island state, low-income country that is severely affected by external shocks, including commodity price declines, natural disasters, and climate change, it has achieved considerable gains in terms of macroeconomic stability under the Extended Credit Facility program. Despite the low access, the program has been effective in catalyzing donor support. Economic growth in 2015 is estimated at 3¼ percent. Near-term prospects remain favorable but new sources of growth are needed over the medium term. Key policy recommendations have been discussed in the paper to further strengthen the economy of Solomon Islands.",_cr1690,"March 23, 2016",Country Report No. 16/90,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=13,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Solomon-Islands-2016-Article-IV-Consultation-and-Fifth-and-Sixth-Reviews-Under-the-Extended-43823,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1690.ashx,1963 KB
"['Mauritius', 'Sub-Saharan Africa']",International Monetary Fund. African Dept.,"This paper discusses key issues related to the economy of Mauritius. In 2015, the economy of Mauritius has grown at moderate rate; inflation is low; and the external position has improved. However, macroeconomic conditions remain stable but the authorities face macrofinancial challenges stemming from the recent collapse of a large financial conglomerate, which affected the real economy, as well as risk exposures and potential spillovers from the massive offshore sector and its sizeable inter-linkages with domestic banking activities. Despite these challenges, the medium-term outlook remains favorable, as economic growth is set to be boosted by continued low fuel prices and the start of important investment programs.",_cr1689,"March 22, 2016",Country Report No. 16/89,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=13,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Mauritius-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43821,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1689.ashx,2704 KB
"['Gabon', 'Sub-Saharan Africa']",International Monetary Fund. African Dept.,"This paper discusses challenges, outlook, and risks of Gabon’s economy. Gabon’s economy is facing mounting headwinds. Economic activity benefited from a one-off boost in oil production in 2015, due to the introduction of new oil fields and productivity improvements, which are expected to help maintain overall growth about 4 percent in 2015. However, the slowdown in non-oil economy activity continued, led by construction, transport, commerce, and services. The main downside risk to the outlook remains weak fiscal adjustment to sharply lower oil prices. In the event of weaker-than-projected performance on oil revenues or government spending, government would be forced to substantially draw down on its deposit buffer and/or significantly increase borrowing.",_cr1686,"March 18, 2016",Country Report No. 16/86,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=13,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Gabon-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-Executive-43802,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1686.ashx,1440 KB
"['Asia and Pacific', 'Indonesia']",International Monetary Fund. Asia and Pacific Dept,"This paper discusses key issues related to the Indonesian economy. Indonesia has weathered challenging economic conditions well. The economy has safely navigated the commodity price shocks, tightening financial conditions, and repeated bouts of turbulence in global financial markets, assisted by broadly appropriate macroeconomic policies. The Indonesian economy, however, is still facing headwinds. Against this backdrop, the 2015 Article IV consultation is focused on the need to manage short-term vulnerabilities and to boost potential growth in the medium-term. The challenge for Indonesia will be to follow through on the reforms that the government has already launched and undertake further macrocritical reforms to boost productivity and diversify growth, while maintaining macroeconomic and financial stability.",_cr1681,"March 15, 2016",Country Report No. 16/81,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=13,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Indonesia-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43787,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1681.ashx,5410 KB
"['Europe', 'Montenegro']",International Monetary Fund. European Dept.,"This report highlights the recent economic developments and outlook and risks related to the Montenegro’s economy. It also discusses policies which need to be implemented to boost growth. Montenegro’s economy has rebounded in the past year, and strong growth looks set to continue in 2016, at slightly more than 4 percent. Although the government’s growth strategy can bring substantial gains, it also carries sizable risks, notably to the public finances. The authorities have taken various policy measures to (1) contain fiscal sustainability risks, (2) sustainably revitalize credit conditions, (3) safeguard financial sector stability, and (4) boost competitiveness and economic flexibility.",_cr1679,"March 8, 2016",Country Report No. 16/79,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Montenegro-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43772,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1679.ashx,2552 KB
"['Article IV consultation reports', 'Balance of payments statistics', 'Banking sector', 'Belgium', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Fiscal policy', 'Labor market reforms', 'Labor markets', 'Pension reforms', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This paper discusses economic development and policies of Belgium. The new government has taken important steps to support job creation and address the cost of aging—notably through wage moderation, pension reform, and a tax shift. But growth prospects remain mediocre, public debt very high, and the labor market severely fragmented. The central task is to achieve a lasting reduction in public debt while nurturing the recovery and social cohesion. The government’s goal of achieving structural fiscal balance by 2018 is laudable but ambitious—with almost two percent of GDP of measures yet to be identified. Tapping Belgium’s full labor market potential requires a comprehensive and inclusive jobs strategy.",_cr1677,"March 7, 2016",Country Report No. 16/77,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Belgium-2016-Article-IV-Consultation-Press-Release-Staff-Report-43768,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1677.ashx,1375 KB
"['Asia and Pacific', 'India']",International Monetary Fund. Asia and Pacific Dept,"This paper discusses outlook and risk related to the economic development of India. The Indian economy is on a recovery path, supported by a large terms of trade gain (about 2½ percent of GDP) and reduced external vulnerabilities, though downside risks remain. Important economic and structural reforms have been initiated, but further reforms are needed to boost India’s growth potential. Notwithstanding the cyclical pickup, medium-term growth continues to be constrained by supply-side bottlenecks and weaknesses in the corporate and banking sectors. Past fund advice and the authorities’ macroeconomic policies have been broadly aligned, but progress on structural reforms has been partial.",_cr1675,"March 2, 2016",Country Report No. 16/75,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/India-2016-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-Executive-43758,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1675.ashx,3431 KB
"['Uruguay', 'Western Hemisphere']",International Monetary Fund. Western Hemisphere Dept.,"Uruguay has achieved more than a decade of high and inclusive economic growth, supported by social stability and reduced regional linkages. The country has weathered the recent global and regional headwinds relatively well so far. Yet the economy is slowing down, while inflation remains above target, and deposit dollarization has risen. While the baseline projection foresees a temporary and moderate slowdown, the country is exposed to further shocks, especially from the immediate region.",_cr1662,"February 24, 2016",Country Report No. 16/62,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Uruguay-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43735,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1662.ashx,2298 KB
"['Europe', 'United Kingdom']",International Monetary Fund. European Dept.,"Considerable progress has been achieved in the post-crisis repair of the UK economy. Private-sector indebtedness has been reduced, the financial sector regulatory framework has been overhauled, the fiscal deficit has been cut in half, and the employment rate has reached a record high. With the output gap now nearly closed, growth is expected to average near its potential rate of around 2¼ percent over the medium term, with inflation rising slowly from its current low levels to the 2 percent target by end-2017. However, this benign baseline is subject to risks, including those related to potential shocks to global growth and asset prices, still-high levels of household debt, the elevated current account deficit, and the degree to which productivity growth will recover. Uncertainty associated with the outcome of the forthcoming referendum on EU membership could also weigh on the outlook. Continued efforts are needed to complete the post-crisis repair, promote growth, and further bolster resilience.",_cr1657,"February 24, 2016",Country Report No. 16/57,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-Kingdom-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43722,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1657.ashx,2443 KB
"['Kyrgyz Republic', 'Middle East']",International Monetary Fund. Middle East and Central Asia Dept.,"The economy has shown some resilience in the face of adverse regional shocks but potential growth is constrained by persistent structural challenges, particularly lagging productivity and dependence on gold, remittances, and foreign aid. Satisfactory performance under the program during the first half of the year was followed by fiscal slippages in the run-up to the October elections and a delay in adopting the Banking Code, a key measure to strengthen central bank independence and the bank resolution framework. The combined impact of a large public investment program and currency depreciation has raised the public debt ratio markedly. Significant further depreciation could pose risks for the otherwise well capitalized, but highly dollarized, financial sector. The business environment remains weak, overshadowed by lingering disagreements between the authorities and the largest foreign investor.",_cr1655,"February 22, 2016",Country Report No. 16/55,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kyrgyz-Republic-2015-Staff-Report-for-the-2015-Article-IV-Consultation-and-First-Review-43720,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1655.ashx,2181 KB
"['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiji', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Flexible exchange rate policy', 'Monetary policy', 'Press releases', 'Staff Reports']",International Monetary Fund. Asia and Pacific Dept,"Fiji is enjoying a strong growth momentum due to accommodative policies, robust tourism and strong remittances, and an improvement in the terms of trade. The smooth and peaceful elections in September 2014 marked the return to democracy—leading to a normalization in relations with development partners, further boosting investor and consumer confidence. While addressing infrastructure gaps and further improving the business climate will be critical to ensure strong, sustainable and more inclusive growth, this must be balanced against the need to consolidate fiscal policy. Risks are tilted to the downside, related to external developments and prolonged accommodative policy settings.",_cr1654,"February 22, 2016",Country Report No. 16/54,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Fiji-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-43719,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1654.ashx,1517 KB
"['Asia and Pacific', 'Saint Lucia', 'Western Hemisphere']",International Monetary Fund. Western Hemisphere Dept.,"A moderate economic recovery is taking hold in St. Lucia. Favorable international conditions have contributed to improved demand for tourism, St. Lucia’s main economic sector, and the external current account deficit has narrowed significantly. The authorities have made some progress in addressing a weak fiscal position. However, the financial sector continues to be impaired by nonperforming loans, public debt keeps rising, and unemployment remains very high, while external sector competitiveness continues to be weakened by an overvalued exchange rate, economies of scale disadvantages, and structural bottlenecks.",_cr1652,"February 18, 2016",Country Report No. 16/52,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/St-43713,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1652.ashx,2111 KB
"['Austria', 'Europe']",International Monetary Fund. European Dept.,"The 2015 Article IV Consultation discusses the key issues related to the economy of Austria. Austria has recovered from the global financial crisis, but the crisis still remains in bank and public sector balance sheets. Major banks have been striving to strengthen their capital and profitability positions amid regulatory and supervisory reforms. Despite lackluster growth, economic slack is limited as potential growth has fallen as well. The governing coalition of Social Democrats and the right-of-center People's Party holds a constructive dialogue on economic policy issues. Growth is estimated at 0.7 percent in 2015, a slight improvement over the ½ percent average in 2012–14, on the back of strengthening external and domestic demand.",_cr1650,"February 12, 2016",Country Report No. 16/50,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Austria-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43700,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1650.ashx,1560 KB
"['Europe', 'Netherlands']",International Monetary Fund. European Dept.,"This paper presents the overview of the Dutch economy. After a double-dip recession that ended in early 2014, a strengthening but moderate recovery led by exports and investment is underway, although lower production and exports of natural reduced gas reduced growth in the second quarter of 2015, without however interrupting its momentum. Unemployment is falling slowly and inflation is low, but positive. Credit has continued to decline, but demand for credit is gradually rebounding. The Dutch banking system is emerging from its restructuring. The economy now appears set on a gradual path of recovery, and growth is expected to reach 1.9 percent this year and in 2015, supported by an improving domestic demand.",_cr1645,"February 11, 2016",Country Report No. 16/45,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=14,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kingdom-of-the-Netherlands-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-43694,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1645.ashx,1798 KB
"['Asia and Pacific', 'New Zealand']",International Monetary Fund. Asia and Pacific Dept,"The 2015 Article IV Consultation provides an overview of New Zealand's economic development and policies. Tailwinds have supported the economy's strong growth after the global financial crisis. However, the tailwinds have recently waned. Growth peaked at 3.5 percent year-over-year in the fourth quarter of 2014, bringing output slightly above potential. The exchange rate depreciation has cushioned some of the impact of the decline in dairy prices. The depreciation has mitigated the impact of the international dairy price decline on farmers' incomes and supported exports of travel and education services. Fiscal policy is also supportive of the economy in the short term, while consolidation is projected to resume in the medium term.",_cr1639,"February 8, 2016",Country Report No. 16/39,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/New-Zealand-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43678,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1639.ashx,1209 KB
"['Article IV consultation reports', 'Bank supervision', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Education', 'Fiscal consolidation', 'Fiscal policy', 'Flexible exchange rate policy', 'Government expenditures', 'Monetary policy', 'Morocco', 'Press releases', 'Staff Reports', 'Unemployment']",International Monetary Fund. Middle East and Central Asia Dept.,"The 2015 Article IV Consultation discusses key issues related to the economic growth of Morocco. The macroeconomic situation of Morocco continues to improve. Although growth is recovering and should reach 4.7 percent in 2015, nonagricultural activity remains sluggish and inflation remains low. In 2016, growth will be affected by a base effect following the very good 2015 agricultural season, but a gradual recovery is expected in 2017. Although recent policy action and a more favorable external environment have yielded macroeconomic improvements, the reform needs to be maintained to secure longer-term stability and raise growth potential. Much remains to be done to secure higher and more inclusive growth.",_cr1635,"February 8, 2016",Country Report No. 16/35,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Morocco-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43674,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1635.ashx,2066 KB
"['Article IV consultation reports', 'Balance of payments statistics', 'Bank supervision', 'Debt sustainability analysis', 'Economic indicators', 'Exchange rate assessments', 'Fiscal policy', 'Fiscal transparency', 'Monetary policy', 'Nicaragua', 'Press releases', 'Reserves', 'Staff Reports', 'Tax reforms']",International Monetary Fund. Western Hemisphere Dept.,"The 2015 Article IV Consultation presents economic outlook and risks of Nicaragua. Over the last three years, real GDP growth has averaged 4.8 percent, one of the highest in the region, while inflation has remained anchored by the exchange rate regime. Poverty has fallen sharply, but unemployment has increased due to a decline in the manufacturing sector. The current policy mix is broadly adequate to maintain macroeconomic stability in the near term, but Nicaragua needs to fortify its policy framework. In particular, reducing tax exonerators and exemptions and improving the targeting of fiscal subsidies would strengthen the efficiency and equity of public finances and contribute to rebuilding fiscal buffers.",_cr1634,"February 4, 2016",Country Report No. 16/34,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Nicaragua-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43668,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1634.ashx,2621 KB
"['Article IV consultation reports', 'Balance of payments statistics', 'Banking sector', 'Debt sustainability analysis', 'Economic indicators', 'Financial risk', 'Fiscal policy', 'Lesotho', 'Press releases', 'Private sector', 'Reserves adequacy', 'Staff Reports']",International Monetary Fund. African Dept.,"The 2015 Article IV Consultation discusses key issues related to the economic growth of Lesotho. Although Lesotho achieved solid economic growth with only moderate inflation in the several years, this growth has failed to reduce poverty in the country. Lesotho's major chunk of revenue comes from South African Customs Union to finance large government expenditures, but this revenue will fall sharply in fiscal year 2016/17. Despite having substantial international reserves and fiscal buffers, a major fiscal adjustment over the next two to three years will be needed to maintain macroeconomic stability. The private sector needs to be the engine for job creation to strengthen inclusiveness.",_cr1633,"February 3, 2016",Country Report No. 16/33,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kingdom-of-Lesotho-2015-Article-IV-Consultation-Press-Release-Staff-Report-43666,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1633.ashx,2114 KB
"['Asia and Pacific', 'Bangladesh']",International Monetary Fund. Asia and Pacific Dept,"This paper discusses key issues pertaining to the economy of Bangladesh. Macroeconomic stability has been maintained since the last Article IV Consultation in November 2013. But like other Asian countries, private domestic demand, credit growth, and export growth have been tepid. The economy of Bangladesh has undergone a major transformation in the past two decades. Due to the political stability in this country, public investment is ramped up and constraints on private investment are eased, and growth is projected to accelerate gradually to 7 percent. Policies to safeguard stability, boost private investment, strengthen inclusion, and create fiscal space are emphasized in this paper.",_cr1627,"February 1, 2016",Country Report No. 16/27,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Bangladesh-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43651,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1627.ashx,1830 KB
"['Europe', 'Moldova']",International Monetary Fund. European Dept.,"This 2015 Article IV Consultation highlights that Moldova’s economic growth, at 3.6 percent, came in surprisingly strong in the first half of 2015 and was largely driven by net exports. Reserves fell by about a third between October 2014 and February 2015, but have been stable since. Net outflows in the financial account surged at end-2014, owing to election uncertainty and the banking crisis, but the outflow in currency and deposits tapered off in the second quarter of 2015. The near-term outlook is difficult. The economy is projected to contract by 1.75 percent in 2015, followed by a marginal recovery of about 1.5 percent in 2016. Deep reform is needed in the financial sector.",_cr1619,"January 20, 2016",Country Report No. 16/19,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/The-Republic-of-Moldova-Staff-Report-for-the-2015-Article-IV-Consultation-and-Third-Post-43631,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1619.ashx,2111 KB
"['Europe', 'Malta']",International Monetary Fund. European Dept.,"This 2015 Article IV Consultation highlights that Malta’s economy is growing strongly. Real GDP growth has been one of the highest in the euro area since the beginning of the crisis, supported by vibrant domestic demand, large infrastructure projects, and a stable banking sector. Unemployment is at historical lows, and labor participation is increasing. The current account remains in surplus, and the external position is broadly in line with fundamentals. Growth is expected to remain solid in 2016–17, driven initially by domestic demand and later by a gradual recovery of external demand. Inflation is projected to pick up gradually owing to the positive output gap and higher imported inflation on account of the weaker exchange rate.",_cr1620,"January 20, 2016",Country Report No. 16/20,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Malta-2015-Article-IV-Consultation-Press-Release-and-Staff-Report-43632,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1620.ashx,1634 KB
"['Asia and Pacific', 'Hong Kong Special Administrative Region of China']",International Monetary Fund. Asia and Pacific Dept,"This 2015 Article IV Consultation highlights that the growth of Hong Kong Special Administrative Region is expected at 2.25 percent in 2015, with domestic demand acting as the principal source of momentum. Growth is likely to pick up modestly to 2.5 percent in 2016, with a smaller drag from external demand reinforcing resilient domestic demand. Inflation has declined and is expected to remain below 3 percent in 2015–16 on softer commodity prices. The current account has dropped to about 2.5 percent of GDP, but is projected to improve to about 3.5 percent over the medium term as the global economy recovers.",_cr1617,"January 19, 2016",Country Report No. 16/17,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Peoples-Republic-of-China-Hong-Kong-Special-Administrative-Region-2015-Article-IV-43629,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1617.ashx,1803 KB
"['Europe', 'Slovak Republic']",International Monetary Fund. European Dept.,"This 2015 Article IV Consultation highlights that Slovakia remains among Europe’s stronger economies, with growth continuing to pick up in 2015, driven by strong domestic demand. A push to spend expiring European Union funds has underpinned rising investment while job creation and real wage growth have supported private consumption. Unemployment has fallen significantly since 2013, but is still about 11 percent overall, and is much higher for the long-term unemployed, youth, and women. The outlook is favorable with growth of 3–3.5 percent expected through the medium-term, reflecting sustained domestic demand as well as further contributions from the important export sector as substantial additional foreign auto sector investment is planned.",_cr1613,"January 14, 2016",Country Report No. 16/13,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=15,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Slovak-Republic-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-43625,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1613.ashx,1895 KB
"['Middle East', 'Pakistan']",International Monetary Fund. Middle East and Central Asia Dept.,"This 2015 Article IV Consultation highlights that starting from a difficult position in 2013, Pakistan has made substantial progress in reducing near-term economic vulnerabilities. Economic growth gradually increased from 3.7 percent in FY2012/13 to 4.2 percent in FY2014/15. During the same period, efforts to reduce power subsidies and raise tax revenue have lowered the budget deficit from 8.4 to 5.4 percent of GDP, although part of this adjustment reflected clearance of quasi-fiscal liabilities in the energy sector in 2013. In the medium term, growth is expected to reach about 5.5 percent, and inflation is expected to gradually rebound to the State Bank of Pakistan’s target of mid-single digits.",_cr1601,"January 12, 2016",Country Report No. 16/1,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=16,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Pakistan-Staff-Report-for-the-2015-Article-IV-Consultation-Ninth-Review-Under-the-Extended-43540,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1601.ashx,2568 KB
"['Mozambique', 'Sub-Saharan Africa']",International Monetary Fund. African Dept.,"This 2015 Article IV Consultation highlights that despite lower commodity prices and a weaker global environment, Mozambique’s economic prospects remain positive given planned massive investment in natural resources. Although GDP growth averaged 7 percent over the last five years, Mozambique’s per-capita income and human development index remain low. There is a need to continue implementing policies that support fiscal sustainability, infrastructure investment, and inclusive growth. Mozambique’s economic outlook remains robust. Growth of 6.3 percent is expected in 2015, and remains below potential at 6.5 percent in 2016, mainly owing to a stagnant mining sector and substantially tighter fiscal and monetary policies.",_cr1609,"January 8, 2016",Country Report No. 16/9,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=16,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Mozambique-Staff-Report-for-the-2015-Article-IV-Consultation-Fifth-Review-Under-43588,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1609.ashx,2880 KB
"['Benin', 'Sub-Saharan Africa']",International Monetary Fund. African Dept.,"This 2015 Article IV Consultation highlights that for the third consecutive year, Benin is expected to reach solid economic growth in 2015 at about 5 percent, despite recent headwinds from the economic slowdown in Nigeria—Benin’s major trading partner. In 2016, increased public investment is expected to keep real GDP growth at about 5.2 percent, with inflation to remain subdued. The medium-term outlook is also positive overall, but subject to significant risks, including a further slowdown in Nigeria and delays of structural reforms that could weaken growth dynamics. Low debt levels help accommodate the government’s ambitious plans to further scale-up investment over the medium term.",_cr1606,"January 7, 2016",Country Report No. 16/6,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=16,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Benin-2015-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-the-Executive-43554,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2016/_cr1606.ashx,1099 KB
