Filename,QueryPage,PDFLink,Description,PublicationDate,PageLink,Author,Series,Subject,PDFSize
_cr14236,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14236.ashx,"KEY ISSUES  Abenomics is gaining traction, but progress across the three arrows has been uneven and  medium-term risks remain substantial. Inflation has risen, a consumption tax increase has been   implemented, and there are signs of a transition to private-led growth. However, structural reforms   have progressed slowly and a medium-term fiscal plan beyond 2015 is still to be articulated.   Uncertainty is therefore high whether the recovery and exit from deflation will become                 self sustained under current policies.  More forceful growth reforms are needed to overcome structural headwinds to raising growth and   ending deflation The next round of structural reforms should lift labor supply, reduce labor market   duality, enhance risk capital provision, and accelerate agricultural and services sector   deregulation. Corporate governance reforms already underway could help reduce firms’ preference for   large cash holdings.  A concrete medium-term fiscal reform plan is urgently needed. Given very high levels of public   debt, implementation of the second consumption tax increase is critical to establish a track record   of fiscal discipline. Adoption of a concrete medium-term fiscal consolidation plan  beyond 2015 would build confidence in the sustainability of public finances and allow more   flexibility to respond to downside risks. Plans to lower the corporate tax rate have growth   benefits, but should proceed in combination with measures to offset revenue losses and be   consistent with plans to restore fiscal sustainability.  Monetary policy is appropriately accommodative. With inflation and inflation expectations   increasing, no further easing is needed at this point. In case downside risks to the inflation   outlook materialize, the Bank of Japan (BoJ) should act swiftly through further and/or longer-   dated asset purchases. Communication should focus on achieving 2 percent inflation in a stable   manner aided by a more transparent presentation of the BoJ’s forecast and underlying assumptions.  The financial sector remains stable. Portfolio rebalancing by financial institutions and investors     is desirable but also raises new risks, including from greater overseas engagement. In regional   banks, limited growth opportunities and low net interest margins could further undermine core   profitability and weaken capital buffers. Supervisors should continue to be proactive in monitoring   these risks.  Japan’s external position is assessed as broadly in balance—compared to moderately undervalued last   year—because of structural changes in the external sector, including from the offshoring of   production and sustained high energy imports, which have become more apparent.  Launching all three arrows will create benefits for the region and the global economy. Spillovers   via the trade channel and capital flows are expected to increase in coming years with uncertain net   effects—higher exports and capital outflows—in the short term. As long as Japan continues to   proceed with its reforms, incomes will rise and fiscal risks decline, which will be  positive for the global economy.","July 31, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Japan-Staff-Report-for-the-2014-Article-IV-Consultation-41800,International Monetary Fund. Asia and Pacific Dept,Country Report No. 14/236,"['Article IV consultation reports', 'Banks', 'Debt sustainability analysis', 'Demand', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal reforms', 'Japan', 'Monetary policy', 'Press releases', 'Spillovers', 'Staff Reports']",1775 KB
_cr14237,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14237.ashx,"KEY ISSUES  Context: The economy is being severely tested by the Syria crisis. The refugee influx has reached   one quarter of the population, fueling already high unemployment and poverty. The political impasse   from the presidential elections—following months of negotiations over a new government—adds to the   uncertainty. The economy is meanwhile suffering from a broad-based deterioration, with subdued   growth and widening fiscal imbalances. Public debt is on the rise. Progress on structural reforms   has been limited. On the positive side, deposit inflows have held up and foreign exchange reserves   are sizeable; and security conditions have significantly improved, lifting tourism prospects.  Key challenges: There is an urgent need for fiscal adjustment to achieve a sustainable debt   reduction, and structural reforms to boost growth and address social inequities.  Key policy recommendations:  •        Fiscal policy. The immediate priority is to stop the fiscal deterioration and return to   primary surpluses, to avoid a possible loss of market confidence and put debt on a sustainable   path. The consolidation strategy should minimize the impact of a planned salary increase for the   public sector; include broad-based and non- distortionary revenue measures; and rebalance   expenditure away from electricity transfers toward capital and social spending, to promote   inclusive growth. Passing a budget for 2014 would help anchor confidence. Fiscal management should   be strengthened and anchored in a medium-term perspective.  •        Monetary policy. The Banque du Liban (BdL) should continue to maintain high foreign   exchange reserves as a buffer and signal of commitment to macro-financial stability. It should   gradually withdraw from T-bill auctions, and adopt a strategy to improve its balance sheet over   time.  •        Financial sector. Capital buffers should be strengthened, and the loan classification and   restructuring rules and the AML/CFT regime further enhanced.  •        Structural reforms. Reforms in the electricity sector and the labor market are imperative   to address current competitiveness pressures, lay the foundations for higher-productivity growth,   and improve social conditions.  •        Refugee crisis. Lebanon cannot shoulder the costs of the massive inflow of Syrian refugees   alone, and international budget support is needed. Strong government commitment to adjustment and   reforms—along with a concerted policy framework to deal with the refugee crisis—would bolster   credibility and help mobilize support.","July 31, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Lebanon-Staff-Report-for-the-2014-Article-IV-Consultation-41801,International Monetary Fund. Middle East and Central Asia Dept.,Country Report No. 14/237,"['Article IV consultation reports', 'Bank supervision', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Lebanon', 'Monetary policy', 'Press releases', 'Staff Reports']",1809 KB
_cr14235,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14235.ashx,"KEY ISSUES Context. After three decades of remarkable growth, the economy has been slowing. Much of the slowdown has been structural, reflecting the natural convergence process and waning dividends from  past reforms; weak global growth has also contributed. Moreover, since the global financial crisis,  growth has relied too much on investment and credit, which is not sustainable and has created  rising vulnerabilities. Growth was 7.7 percent in 2013, and is expected to slow to around 7½  percent this year and decline further over the medium term. Focus. The pattern of growth since the global financial crisis is not sustainable and has resulted  in rising vulnerabilities. The discussions focused on assessing the risks posed by the continued build-up of vulnerabilities; reforms to unleash new, sustainable engines of growth and reduce  vulnerabilities; and how to best manage aggregate demand in this context, as growth is slowing yet  risks are still rising. A key takeaway is that to secure a safer development path, accommodative  policies need to be carefully unwound, accompanied by decisive implementation of the announced  reform agenda to promote rebalancing. The result will be somewhat slower but safer growth in the  near term, with the significant long-run benefit of securing more inclusive, environment-friendly,  and sustainable growth. Risks. Credit and ‘shadow banking,’ local government finances, and the corporate sector—  particularly real estate—are the key, and interlinked, areas of rising vulnerability. In the near  term, the risk of a hard landing is still considered low as the government has the capacity to  combat potential shocks. However, without a change in the pattern of growth, the hard-landing risk  continues to rise and is assessed to be medium-likely over the medium term.  Reform agenda. The authorities have announced a comprehensive and ambitious blueprint of reforms.  Successful implementation should achieve the desired transformation of the economy, but will also  be challenging.  Demand management. Reining in credit growth, local government borrowing, and investment will  address the risks, but also slow growth. Macro support should be calibrated to allow needed  adjustments to take place, while preventing growth from slowing too much. Scenarios and spillovers. With faster adjustment and reform implementation, growth will be somewhat  lower in the near term, with moderate spillovers for trading partners. However, in the medium term,  income and consumption will both be higher—a result that is good for China and good for the global  economy.","July 30, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Peoples-Republic-of-China-Staff-Report-for-the-2014-Article-IV-Consultation-41799,International Monetary Fund. Asia and Pacific Dept,Country Report No. 14/235,"['Article IV consultation reports', 'China', 'Credit expansion', 'Debt sustainability analysis', 'Demand', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Staff Reports']",2439 KB
_cr14233,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14233.ashx,"KEY ISSUES  The economy has rebounded strongly and prospects are promising. Headwinds that  previously held back the economy—relating notably to credit conditions and  confidence—have eased. Nonetheless, sustaining strong growth will depend on a  recovery in productivity growth and further demand rebalancing. The housing market  brings risks of financial vulnerabilities. Sterling is moderately overvalued.  The overall policy mix is appropriate, but policy settings might need to be adjusted  quickly. Effective monetary conditions are very supportive, compensating for ongoing  fiscal consolidation:  ? Accommodative monetary policy is appropriate for now, given weak inflation  pressures, but policy might need to be adjusted quickly if inflation takes off. Interest  rate increases may also need to be considered if macroprudential tools are  insufficient to deal with financial stability risks from the housing market.  ? The authorities have recently implemented macroprudential measures, including  limiting the share of high loan-to-income mortgages lenders can issue, establishing  them as the primary defense against housing-related risks. They should stand ready  to tighten these limits should current settings prove ineffective in reining in those  risks.  ? A lasting solution to house price pressures requires measures to address insufficient  supply. Significant planning reforms have been undertaken, but political consensus is  needed to make further progress in this area.  ? High deficits and rising debt mean that fiscal consolidation needs to continue. The  pace and composition of deficit reduction over the near term is appropriate. Further  reducing the deficit over the medium term will be challenging; both revenue and  expenditure measures should be considered, keeping in mind both equity and  efficiency.  ? The financial sector is more robust, the new financial architecture is settling in, and  significant changes have been made to banks’ liquidity backstops to adapt to  changing needs. Implementing macroprudential policy will be a test of the new  architecture. Some problems—such as Too Important To Fail and bank misconduct—  persist, and new challenges, such as from shadow banking, are emerging.","July 28, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-Kingdom-Staff-Report-for-the-2014-Article-IV-Consultation-41794,International Monetary Fund. European Dept.,Country Report No. 14/233,"['Article IV consultation reports', 'Banks', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Financial risk', 'Financial sector', 'Fiscal policy', 'Housing', 'Monetary policy', 'Press releases', 'Staff Reports', 'United Kingdom']",1735 KB
_cr14231,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14231.ashx,"Growth accelerated to 3.1 percent in 2013, driven by a positive net exports contribution. The broad policy direction is supportive of near term macroeconomic stability. The key challenge is to transition from stability into an acceleration of medium term growth. Uncertainty with respect to EU accession remains, and weighs on longer term prospects.","July 25, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Former-Yugoslav-Republic-of-Macedonia-Staff-Report-for-the-2014-Article-IV-Consultation-and-41789,International Monetary Fund. European Dept.,Country Report No. 14/231,"['Article IV consultation reports', 'Bank supervision', 'Debt management', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal policy', 'former Yugoslav Republic of Macedonia (FYR Macedonia)', 'Macedonia, former Yugoslav Republic of', 'Monetary policy', 'Post-program monitoring', 'Press releases', 'Staff Reports']",2091 KB
_cr14226,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14226.ashx,"KEY ISSUES Context: Attempts to boost activity with policy stimulus, in lieu of much-needed structural reform,  have failed to raise growth and contributed to large external imbalances. Adverse developments in  the region further cloud the outlook. High financing needs and low buffers leave Belarus highly  dependent on external financial support. The risk of disorderly adjustment remains high.  Challenges: Mitigating immediate risks and facilitating external adjustment through a sharp change  in macroeconomic policies. Advancing the transition to a market-based economy to raise sustainable  growth.  Policy recommendations:  •    Halt wage increases and reduce subsidized lending to slow demand growth; •    Reduce foreign exchange interventions and tighten monetary policy to facilitate external  adjustment; •    Enhance market orientation of the economy through a rapid phase-out of price controls and  mandatory targets and by privatization of state-owned enterprises.","July 25, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Belarus-Staff-Report-for-the-2014-Article-IV-Consultation-41782,International Monetary Fund. European Dept.,Country Report No. 14/226,"['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Belarus', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Intervention', 'Monetary policy', 'Press releases', 'Staff Reports', 'Wage increases']",1295 KB
_cr14229,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=32,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14229.ashx,"KEY MESSAGES  Setting. Discussions took place for the first time since the handover of Macao SAR from Portugal to   China in 1999. Prudent macroeconomic management has underpinned rapid development in the territory,   which is now the world’s largest gaming center. As a small, open and tourism-dependent economy,   Macao SAR is currently also benefiting from loose global monetary conditions and a Mainland-related   boom.    Outlook and risks. Growth should stay strong over the next few years at 8–10 percent buoyed by   gaming exports and investment, with inflation remaining around 5–5½ percent. However, the economy   is vulnerable to external shocks, in particular a slowdown in tourism, due to shocks in the   Mainland or Hong Kong SAR or other setbacks to the global recovery. The buoyant property market   could also correct if demand fundamentals shift or interest rates rise abruptly with the withdrawal   of unconventional monetary policy abroad.    Macroeconomic policies. The policy stance is appropriate, with scope for further tightening of   macroprudential policies should property prices continue to rise sharply. If downside risks   materialize, targeted fiscal stimulus should be used to buttress growth. In the event of a severe   property downturn, some countervailing measures could be cautiously unwound. The currency board is   the best arrangement for Macao SAR.    Financial stability. Important progress has been made in strengthening financial stability in line   with the 2011 FSAP recommendations. Prudential measures should focus on managing potential credit   and liquidity risks from a gaming slowdown and the property sector, as well as spillovers from   shocks in the Mainland and Hong Kong SAR.    Longer term challenges. Looking further ahead, Macao SAR’s public finances face a moderation in   gaming revenues juxtaposed against spending needs from population aging. A sovereign wealth fund to   manage part of the territory’s fiscal reserves and medium-term budgeting could therefore be useful.   As the gaming sector matures, economic diversification toward other services will be key for stable   growth.","July 24, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Peoples-Republic-of-China-Macao-Special-Administrative-Region-Staff-Report-for-the-2014-41787,International Monetary Fund. Asia and Pacific Dept,Country Report No. 14/229,"['Article IV consultation reports', 'Banking sector', 'Currency boards', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Macao SAR', 'Macao Special Administrative Region of China', 'Press releases', 'Staff Reports']",1007 KB
_cr14221,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14221.ashx,"Focus. The 2014 Article IV Consultation focused on five broad themes to strengthen the recovery and improve the long-term outlook: raising productivity growth and labor force  participation, confronting poverty, keeping public debt on a sustained downward path, smoothly  managing the exit from zero policy rates, and securing a safer financial system.  Main policy issues. •    Policies are needed to boost longer-term potential output through investments in  infrastructure, raising educational outcomes, improving the tax structure, and developing and  expanding a skilled labor force (including through immigration reform, job training, and providing  childcare assistance for working families). •     Forging agreement on a credible, medium-term consolidation plan should be a high priority and  include steps to lower the growth of health care costs, reform social security, and increase  revenues. In the absence of such a comprehensive agreement, efforts should still focus on  identifying more modest opportunities to relax the near- term budget envelope, paid for with future  fiscal savings. •    An enduring consequence of the past recession has been a jump in the number of families living  in poverty. Improved employment prospects and economic growth will be essential to reverse this  upward movement. An expansion of the Earned Income Tax Credit and an increase in the minimum wage  should also be part of the solution. •    The goal for monetary policy is to manage the exit from zero interest rates in a manner that  allows the economy to converge to full employment with stable prices while avoiding financial  instability and negative spillovers to the global economy. This is a complex undertaking. To  facilitate it, steps could be taken to expand the Fed’s communications toolkit so as to provide  greater clarity on how the Federal Open Market Committee assesses progress toward its longer-run  goals. •     Continued regulatory oversight is needed to counter the emergence of financial imbalances,  particularly those that may be growing outside of the banking system. Policies should also be  deployed to keep mortgage credit accessible and attract more private capital into housing finance  while minimizing risks to taxpayers.  •     The U.S. external position is assessed to be broadly consistent with medium-term fundamentals and desirable policies.","July 23, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-States-Staff-Report-for-the-2014-Article-IV-Consultation-41777,International Monetary Fund. Western Hemisphere Dept.,Country Report No. 14/221,"['Article IV consultation reports', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Fiscal policy', 'Housing', 'Labor markets', 'Monetary policy', 'Poverty reduction strategy', 'Press releases', 'Public debt', 'Staff Reports', 'United States']",1911 KB
_cr14223,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14223.ashx,"KEY ISSUES  Setting: Swaziland has gradually recovered from the fiscal crisis of 2010-11, buoyed by the   improved revenues from the Southern African Customs Union (SACU). Growth modestly recovered, and   international reserves rebounded. Swaziland’s challenges, however, remain significant, in view of   its high vulnerability to exogenous shocks and its sluggish growth performance, while facing   significant social and development challenges with high unemployment and the prevalence of   HIV/AIDS. Swaziland now stands at a critical juncture to strengthen its resilience to exogenous   shocks, address its weak growth performance, and meet critical social and development needs.  Outlook and risks: Under the status-quo policies, the outlook is for continued sluggish growth and   increasing fiscal and external imbalances, reflecting low private investment, elevated government   spending, and prospective decline in SACU revenues. Risks are associated with the high volatility   of the SACU revenues, possible negative spillovers from South Africa (including higher policy rate   and lower growth), and uncertain prospects for preferential trade agreements with the U.S. and EU.  Strengthening Resilience to Shocks: Over the medium term, international reserves should be targeted   at five to seven months of imports, and public debt be kept below 30 percent of GDP. This calls for   a prudent fiscal policy stance, with fiscal deficit below 2 percent of GDP.  Raising growth: It is essential to enhance the efficiency of the public sector and promote private   sector-led growth through structural reforms including improving business climate and accelerating   land reforms.  Maintaining financial stability: Financial soundness indicators are generally strong. The strong   growth of the nonbank financial sector in recent years calls for strengthening of supervision and   regulation for the sector.  Past advice: There is broad agreement between the Fund and the authorities on macroeconomic policy   and structural reform priorities. With the authorities’ fiscal consolidation efforts and the   improved SACU revenues, fiscal and external sustainability is being restored, consistent with   staff’s advice. However, progress on structural reforms—including re-launching the privatization   process, improving access to modern  finance and improving the business climate—has been modest.","July 23, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kingdom-of-Swaziland-Staff-Report-for-the-2014-Article-IV-Consultation-41779,International Monetary Fund. African Dept.,Country Report No. 14/223,"['Article IV consultation reports', 'Debt sustainability analysis', 'Economic indicators', 'Exchange rate assessments', 'Fiscal policy', 'Fiscal reforms', 'Millennium Development Goals', 'Press releases', 'Reserves adequacy', 'Staff Reports', 'Swaziland']",2042 KB
_cr14218,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14218.ashx,"KEY ISSUESPolitics: President Bachelet won the Presidential election on a platform to fosterinclusive growth and reduce inequality. Her government took office in March 2014 and is launching an ambitious policy agenda that includes important reforms in several areas, including taxation, education, productivity, and energy.Outlook and risks: Chile’s global environment is shifting, with a dimmer outlook for its main export, copper, and normalization of global monetary conditions. Growth has slowed markedly, resulting in a modest output gap. The peso has depreciated, feeding into inflation. Staff projects growth to bottom out in 2014 and then gradually recover. Key risks relate to a large and lasting drop in copper prices and global financial volatility.Policy mix: The freely floating peso is working as a shock absorber and will support the economic recovery. The policy mix with broadly neutral fiscal and accommodative monetary policy is appropriate. Room for further monetary easing has narrowed but space remains if domestic demand flounders, so long as inflation expectations remain well anchored. On fiscal, given the strong public finances, automatic stabilizers should be allowed to operate unimpeded and there is space for stimuli in the event of a major downturn. The commitment to close the structural fiscal deficit by 2018 is appropriate and should be phased in a way that avoids undue drag on the recovery. Should risks materialize, the freely floating currency is the first line of defense.Growth and equity reforms: Achieving strong growth while reducing inequality will require structural reforms. The authorities’ agenda focuses on the right areas but many details remain work in progress. Clarity on the details, timetables, and prioritization will reduce uncertainty and the risk of delays.Financial stability: Risks to financial stability appear contained, but it will be important to push through with regulatory reforms underway, including initiatives currently in Congress. Further effort will be needed to close regulatory gaps, in particular bankcapital requirements, relative to international benchmarks.","July 22, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Chile-Staff-Report-for-the-2014-Article-IV-Consultation-41771,International Monetary Fund. Western Hemisphere Dept.,Country Report No. 14/218,['Chile'],1981 KB
_cr14215,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14215.ashx,"EXECUTIVE SUMMARY  Growth remains robust, despite slight downward revisions. Growth estimates for 2013 and projections   for 2014 were revised to 6.6 and 6.8 percent, respectively, reflecting weather and weaker terms of   trade. Inflation is around zero, partly due to subsidized food prices. The revised 2013 current   account deficit rose to 7 percent of GDP, with a drawdown of imputed reserves. The 2013 fiscal   deficit increased to 3.5 percent of GDP, reflecting weaker revenues and spending for subsidies,   partly offset by higher grants.    In line with 2011 Article IV recommendations, the authorities maintained a prudent fiscal stance,   despite numerous shocks, and implemented structural reforms that have improved the resilience of   agriculture, especially cotton. Social transfers have been bolstered to ensure the benefits of   growth are better distributed. An updated external stability analysis shows that the exchange rate   is broadly in line with fundamentals, and an updated joint debt sustainability analysis maintains a   “moderate” risk of debt distress.    Program performance has been satisfactory. The authorities are requesting a waiver for a   non-observance in the performance criterion for net domestic financing at end-December 2013, with   most other quantitative targets met and all structural benchmarks for end-January and end-March   met. Program targets differ mainly due to higher budget support projections. The 3 percent fiscal   deficit target for the medium term macroeconomic framework remains unchanged, although with a   higher share of current spending.    Policy discussions focused on composition and quality of spending, transfers to public enterprises,   and natural resource revenues. The authorities recently submitted a supplemental budget that   increases the share of current spending for a higher wage bill and more social and public   enterprise transfers, but remains within program targets as a result of spending offsets and higher   budget support. The authorities are proposing an audit of large public enterprises to estimate   needs for the medium term, and inform reforms to reduce transfer needs. The National Assembly did   not approve a new mining taxation code by  end-2013 as expected, rather, the draft code was sent back to the authorities for further  consideration of investors’ concerns.","July 21, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Burkina-Faso-Staff-Report-for-the-2014-Article-IV-Consultation-First-Review-Under-the-Three-41765,International Monetary Fund. African Dept.,Country Report No. 14/215,"['Article IV consultation reports', 'Burkina Faso', 'Debt sustainability analysis', 'Economic growth', 'Extended arrangement reviews', 'Extended Credit Facility', 'Fiscal policy', 'Natural resources', 'Performance criteria modifications', 'Performance criteria waivers', 'Press releases', 'Public enterprises', 'Revenue mobilization', 'Staff Reports']",1530 KB
_cr14216,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14216.ashx,"KEY ISSUES Context: ? Germany fundamentals are sound: balance sheets are generally healthy, unemployment is at a historic low, and the fiscal position is strong. ? While a recovery is underway, medium-term growth prospects are subdued and the current account surplus remains high. The economy also faces a still weak international environment, lingering uncertainty (including about future energy costs), and fast approaching adverse demographic changes. ? Germany could do more to increase its growth, thus strengthening its role as an engine of euro area recovery. Policy recommendations: ? Germany has the fiscal space to finance an increase in needed public investment, particularly in the transport infrastructure. Unlike public consumption, this would durably raise German output and have measurable growth spillovers on the rest of the euro area. ? Further reforms in services sector regulation would boost competition and productivity. ? Greater clarity about the future energy sector regulatory framework would encourage private investment in the energy infrastructure and beyond and strengthen the outlook. ? Decisions on the future level of the minimum wage should take into account the employment effects in certain regions. ? Banks should keep strengthening their capital position ahead of the completion of the ECB’s Comprehensive Assessment. ? The macroprudential framework needs to be ready as monetary conditions are set to remain accommodative for a prolonged period.","July 21, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Germany-Staff-Report-for-the-2014-Article-IV-Consultation-41766,International Monetary Fund. European Dept.,Country Report No. 14/216,"['Article IV consultation reports', 'Banking sector', 'Debt sustainability analysis', 'Economic indicators', 'Economic recovery', 'Fiscal policy', 'Fiscal reforms', 'Germany', 'Government expenditures', 'Minimum wage', 'Press releases', 'Public investment', 'Services sector', 'Staff Reports']",2379 KB
_cr14214,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14214.ashx,"KEY ISSUES Context: Successful elections for a new Constituent Assembly and formation of a new government have  stabilized the political situation. Macroeconomic situation and outlook: Nepal’s macroeconomic situation remains broadly favorable.  Growth is projected to recover in 2013/14 owing to good monsoons, robust growth in services, and  increased public spending. Inflation is moderating, in line with developments in India. High  remittance inflows are supporting a strong external position, as well as high reserve money growth.  Risks to the outlook are slightly tilted to the downside, involving slower-than-expected growth in  countries hosting Nepali workers and domestic financial sector risks. Medium term prospects: While remittances are expected to continue to support the external position,  the outlook for growth depends on improving the environment for private investment. This requires a  decisive boost in public capital spending, and structural reforms in key areas. Financial sector: Despite progress, significant vulnerabilities remain. The recent assessment under  the FSAP, Nepal’s first, raised concerns about asset quality and interconnectedness, as well as  financial sector infrastructure—including the legal framework—and supervision and crisis  preparedness. At the same time, a largely unsupervised cooperatives sector is growing rapidly. Key policy recommendations: Monetary policy should aim at controlling the volatility and level of  excess reserves in the financial system, implying a modest tightening of monetary conditions. The  exchange rate peg to the Indian rupee provides a useful nominal anchor for the economy, and the  real exchange rate is broadly in line with fundamentals. Capital spending needs to be boosted to  provide key infrastructure, and reforms implemented to support private investment, which will help  generate sustained economic growth and employment opportunities. In the financial sector, further  reforms to bolster regulation and supervision, and improve financial infrastructure are needed to  reduce risk and increase access to finance.","July 18, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Nepal-Staff-Report-for-the-2014-Article-IV-Consultation-41761,International Monetary Fund. Asia and Pacific Dept,Country Report No. 14/214,"['Article IV consultation reports', 'Currency pegs', 'Debt sustainability analysis', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Indian rupee', 'Monetary policy', 'Nepal', 'Press releases', 'Staff Reports']",1483 KB
_cr14212,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=33,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14212.ashx,"KEY ISSUES Context. Cameroon’s macroeconomic outlook and risks have deteriorated slightly since the Article IV consultation in 2013. Economic activity has remained strong and inflation subdued,  but the fiscal position has worsened; public debt has been rising at a less sustainable pace;  government deposits have dwindled; and payment delays have continued. The anticipated growth path  may not suffice to reach upper-middle-income country status by 2035.  Focus of the consultation and risks. The overarching policy issue remains unchanged: how to set  Cameroon on a higher growth path, while mitigating low but growing risks to macroeconomic  stability. Spillovers from regional insecurity have become the main exogenous risk; endogenous  risks stem from rising contingent liabilities and credit concentration. Past policy advice remains  relevant.  Key policy recommendations:  •    Strengthen cash management and expenditure controls to prevent a further accumulation of  payment deferrals. •     Close the financing gap in 2014, and adopt a downward path for the non-oil primary deficit to  rebuild fiscal space and preserve macroeconomic stability. •    Improve non-oil revenue by broadening the tax base and streamlining tax exemptions. •    Reprioritize public expenditure by reducing fuel subsidies gradually; provide targeted  compensation measures for the most vulnerable. •    Increase the selectivity of investment projects and adopt a rigorous screening of the  financing terms to ensure debt sustainability. •    Pursue the resolution of three small distressed banks and support the strengthening of  regional bank and microfinance supervision. •    Promote higher and more inclusive growth through better targeted educational and social spending, a propitious business climate, and deeper regional integration.","July 17, 2014",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Cameroon-Staff-Report-for-the-2014-Article-IV-Consultation-41759,International Monetary Fund. African Dept.,Country Report No. 14/212,"['Article IV consultation reports', 'Bank supervision', 'Cameroon', 'Economic growth', 'Economic indicators', 'External debt', 'Financial management', 'Fiscal policy', 'Fiscal reforms', 'Global competitiveness', 'Press releases', 'Private sector', 'Staff Reports']",2062 KB
